t,S,B,M
33.456000,0.124282,0.112554,0.000255
33.504000,0.125198,0.111770,0.000250
33.552000,0.126135,0.110976,0.000246
33.600000,0.127093,0.110172,0.000241
33.648000,0.128072,0.109358,0.000237
33.696000,0.129073,0.108534,0.000233
33.744000,0.130096,0.107701,0.000228
33.792000,0.131142,0.106858,0.000224
33.840000,0.132211,0.106006,0.000219
33.888000,0.133303,0.105145,0.000215
33.936000,0.134418,0.104275,0.000210
33.984000,0.135558,0.103397,0.000206
34.032000,0.136722,0.102509,0.000202
34.080000,0.137911,0.101614,0.000197
34.128000,0.139125,0.100711,0.000193
34.176000,0.140364,0.099800,0.000189
34.224000,0.141628,0.098881,0.000185
34.272000,0.142919,0.097955,0.000181
34.320000,0.144235,0.097022,0.000176
34.368000,0.145579,0.096083,0.000172
34.416000,0.146949,0.095137,0.000168
34.464000,0.148346,0.094186,0.000164
34.512000,0.149770,0.093229,0.000160
34.560000,0.151221,0.092266,0.000156
34.608000,0.152701,0.091299,0.000152
34.656000,0.154208,0.090327,0.000149
34.704000,0.155743,0.089351,0.000145
34.752000,0.157306,0.088371,0.000141
34.800000,0.158897,0.087388,0.000137
34.848000,0.160516,0.086402,0.000134
34.896000,0.162164,0.085414,0.000130
34.944000,0.163840,0.084423,0.000127
34.992000,0.165544,0.083431,0.000123
35.040000,0.167277,0.082438,0.000120
35.088000,0.169038,0.081444,0.000116
35.136000,0.170826,0.080450,0.000113
35.184000,0.172643,0.079456,0.000110
35.232000,0.174488,0.078463,0.000107
35.280000,0.176360,0.077471,0.000104
35.328000,0.178259,0.076480,0.000101
35.376000,0.180185,0.075492,0.000098
35.424000,0.182138,0.074506,0.000095
35.472000,0.184118,0.073523,0.000092
35.520000,0.186122,0.072544,0.000089
35.568000,0.188153,0.071569,0.000087
35.616000,0.190208,0.070598,0.000084
35.664000,0.192287,0.069632,0.000081
35.712000,0.194390,0.068671,0.000079
35.760000,0.196516,0.067716,0.000076
35.808000,0.198665,0.066767,0.000074
35.856000,0.200835,0.065825,0.000072
35.904000,0.203026,0.064890,0.000069
35.952000,0.205237,0.063962,0.000067
36.000000,0.207467,0.063042,0.000065
36.048000,0.209715,0.062131,0.000063
36.096000,0.211980,0.061228,0.000061
36.144000,0.214262,0.060333,0.000059
36.192000,0.216559,0.059449,0.000057
36.240000,0.218870,0.058574,0.000055
36.288000,0.221194,0.057708,0.000053
36.336000,0.223530,0.056853,0.000052
36.384000,0.225877,0.056009,0.000050
36.432000,0.228234,0.055175,0.000048
36.480000,0.230598,0.054352,0.000047
36.528000,0.232970,0.053541,0.000045
36.576000,0.235349,0.052741,0.000044
36.624000,0.237731,0.051953,0.000042
36.672000,0.240117,0.051176,0.000041
36.720000,0.242505,0.050412,0.000040
36.768000,0.244894,0.049660,0.000038
36.816000,0.247282,0.048920,0.000037
36.864000,0.249668,0.048193,0.000036
36.912000,0.252051,0.047478,0.000035
36.960000,0.254430,0.046775,0.000034
37.008000,0.256803,0.046086,0.000033
37.056000,0.259169,0.045409,0.000032
37.104000,0.261526,0.044745,0.000031
37.152000,0.263874,0.044093,0.000030
37.200000,0.266211,0.043455,0.000029
37.248000,0.268536,0.042829,0.000028
37.296000,0.270847,0.042216,0.000027
37.344000,0.273144,0.041615,0.000026
37.392000,0.275426,0.041027,0.000025
37.440000,0.277691,0.040452,0.000025
37.488000,0.279938,0.039890,0.000024
37.536000,0.282166,0.039339,0.000023
37.584000,0.284375,0.038801,0.000022
37.632000,0.286563,0.038276,0.000022
37.680000,0.288729,0.037762,0.000021
37.728000,0.290873,0.037261,0.000021
37.776000,0.292993,0.036771,0.000020
37.824000,0.295090,0.036293,0.000019
37.872000,0.297161,0.035827,0.000019
37.920000,0.299207,0.035372,0.000018
37.968000,0.301226,0.034928,0.000018
38.016000,0.303219,0.034495,0.000017
38.064000,0.305184,0.034074,0.000017
38.112000,0.307121,0.033663,0.000017
38.160000,0.309030,0.033262,0.000016
38.208000,0.310910,0.032873,0.000016
38.256000,0.312761,0.032493,0.000015
38.304000,0.314583,0.032123,0.000015
38.352000,0.316374,0.031764,0.000015
38.400000,0.318136,0.031414,0.000014
38.448000,0.319867,0.031073,0.000014
38.496000,0.321568,0.030742,0.000014
38.544000,0.323238,0.030420,0.000013
38.592000,0.324878,0.030107,0.000013
38.640000,0.326487,0.029802,0.000013
38.688000,0.328065,0.029506,0.000012
38.736000,0.329612,0.029218,0.000012
38.784000,0.331129,0.028939,0.000012
38.832000,0.332615,0.028667,0.000012
38.880000,0.334071,0.028404,0.000012
38.928000,0.335496,0.028148,0.000011
38.976000,0.336891,0.027899,0.000011
39.024000,0.338257,0.027658,0.000011
39.072000,0.339592,0.027423,0.000011
39.120000,0.340898,0.027196,0.000010
39.168000,0.342175,0.026975,0.000010
39.216000,0.343423,0.026761,0.000010
39.264000,0.344642,0.026553,0.000010
39.312000,0.345833,0.026351,0.000010
39.360000,0.346995,0.026155,0.000010
39.408000,0.348130,0.025966,0.000010
39.456000,0.349238,0.025782,0.000009
39.504000,0.350319,0.025603,0.000009
39.552000,0.351374,0.025430,0.000009
39.600000,0.352402,0.025262,0.000009
39.648000,0.353405,0.025100,0.000009
39.696000,0.354382,0.024942,0.000009
39.744000,0.355335,0.024789,0.000009
39.792000,0.356263,0.024641,0.000009
39.840000,0.357167,0.024498,0.000008
39.888000,0.358047,0.024358,0.000008
39.936000,0.358904,0.024224,0.000008
39.984000,0.359739,0.024093,0.000008
40.032000,0.360551,0.023966,0.000008
40.080000,0.361342,0.023844,0.000008
40.128000,0.362111,0.023725,0.000008
40.176000,0.362859,0.023610,0.000008
40.224000,0.363587,0.023499,0.000008
40.272000,0.364295,0.023391,0.000008
40.320000,0.364983,0.023286,0.000008
40.368000,0.365652,0.023185,0.000008
40.416000,0.366302,0.023087,0.000007
40.464000,0.366934,0.022992,0.000007
40.512000,0.367548,0.022900,0.000007
40.560000,0.368144,0.022811,0.000007
40.608000,0.368724,0.022725,0.000007
40.656000,0.369287,0.022641,0.000007
40.704000,0.369833,0.022561,0.000007
40.752000,0.370364,0.022482,0.000007
40.800000,0.370880,0.022407,0.000007
40.848000,0.371380,0.022333,0.000007
40.896000,0.371866,0.022262,0.000007
40.944000,0.372337,0.022194,0.000007
40.992000,0.372795,0.022127,0.000007
41.040000,0.373239,0.022063,0.000007
41.088000,0.373669,0.022000,0.000007
41.136000,0.374087,0.021940,0.000007
41.184000,0.374493,0.021882,0.000007
41.232000,0.374886,0.021825,0.000007
41.280000,0.375267,0.021771,0.000007
41.328000,0.375637,0.021718,0.000007
41.376000,0.375996,0.021667,0.000007
41.424000,0.376344,0.021617,0.000007
41.472000,0.376681,0.021569,0.000006
41.520000,0.377008,0.021523,0.000006
41.568000,0.377325,0.021478,0.000006
41.616000,0.377632,0.021434,0.000006
41.664000,0.377930,0.021392,0.000006
41.712000,0.378218,0.021352,0.000006
41.760000,0.378498,0.021312,0.000006
41.808000,0.378769,0.021274,0.000006
41.856000,0.379032,0.021237,0.000006
41.904000,0.379286,0.021202,0.000006
41.952000,0.379533,0.021167,0.000006
42.000000,0.379772,0.021134,0.000006
42.048000,0.380003,0.021102,0.000006
42.096000,0.380228,0.021070,0.000006
42.144000,0.380445,0.021040,0.000006
42.192000,0.380655,0.021011,0.000006
42.240000,0.380859,0.020983,0.000006
42.288000,0.381056,0.020955,0.000006
42.336000,0.381247,0.020929,0.000006
42.384000,0.381433,0.020903,0.000006
42.432000,0.381612,0.020878,0.000006
42.480000,0.381786,0.020855,0.000006
42.528000,0.381954,0.020831,0.000006
42.576000,0.382116,0.020809,0.000006
42.624000,0.382274,0.020787,0.000006
42.672000,0.382426,0.020766,0.000006
42.720000,0.382574,0.020746,0.000006
42.768000,0.382717,0.020726,0.000006
42.816000,0.382856,0.020707,0.000006
42.864000,0.382990,0.020689,0.000006
42.912000,0.383120,0.020671,0.000006
42.960000,0.383245,0.020654,0.000006
43.008000,0.383367,0.020637,0.000006
43.056000,0.383485,0.020621,0.000006
43.104000,0.383598,0.020606,0.000006
43.152000,0.383709,0.020591,0.000006
43.200000,0.383815,0.020576,0.000006
43.248000,0.383919,0.020562,0.000006
43.296000,0.384019,0.020548,0.000006
43.344000,0.384115,0.020535,0.000006
43.392000,0.384209,0.020522,0.000006
43.440000,0.384300,0.020510,0.000006
43.488000,0.384387,0.020498,0.000006
43.536000,0.384472,0.020487,0.000006
43.584000,0.384555,0.020475,0.000006
43.632000,0.384634,0.020465,0.000006
43.680000,0.384711,0.020454,0.000006
43.728000,0.384785,0.020444,0.000006
43.776000,0.384857,0.020434,0.000006
43.824000,0.384927,0.020425,0.000006
43.872000,0.384994,0.020416,0.000006
43.920000,0.385060,0.020407,0.000006
43.968000,0.385123,0.020398,0.000006
44.016000,0.385184,0.020390,0.000006
44.064000,0.385243,0.020382,0.000006
44.112000,0.385300,0.020374,0.000006
44.160000,0.385356,0.020367,0.000006
44.208000,0.385409,0.020360,0.000006
44.256000,0.385461,0.020353,0.000006
44.304000,0.385511,0.020346,0.000006
44.352000,0.385559,0.020339,0.000006
44.400000,0.385606,0.020333,0.000006
44.448000,0.385652,0.020327,0.000006
44.496000,0.385695,0.020321,0.000006
44.544000,0.385738,0.020315,0.000006
44.592000,0.385779,0.020310,0.000006
44.640000,0.385819,0.020304,0.000006
44.688000,0.385857,0.020299,0.000006
44.736000,0.385894,0.020294,0.000006
44.784000,0.385930,0.020289,0.000006
44.832000,0.385965,0.020284,0.000006
44.880000,0.385999,0.020280,0.000006
44.928000,0.386032,0.020276,0.000006
44.976000,0.386063,0.020271,0.000006
45.024000,0.386093,0.020267,0.000006
45.072000,0.386123,0.020263,0.000006
45.120000,0.386151,0.020259,0.000006
45.168000,0.386179,0.020256,0.000006
45.216000,0.386206,0.020252,0.000006
45.264000,0.386232,0.020249,0.000006
45.312000,0.386256,0.020245,0.000006
45.360000,0.386281,0.020242,0.000006
45.408000,0.386304,0.020239,0.000006
45.456000,0.386327,0.020236,0.000006
45.504000,0.386348,0.020233,0.000006
45.552000,0.386370,0.020230,0.000006
45.600000,0.386390,0.020227,0.000006
45.648000,0.386410,0.020225,0.000006
45.696000,0.386429,0.020222,0.000006
45.744000,0.386448,0.020220,0.000006
45.792000,0.386465,0.020217,0.000006
45.840000,0.386483,0.020215,0.000006
45.888000,0.386500,0.020213,0.000006
45.936000,0.386516,0.020210,0.000006
45.984000,0.386531,0.020208,0.000006
46.032000,0.386547,0.020206,0.000006
46.080000,0.386561,0.020204,0.000006
46.128000,0.386575,0.020202,0.000006
46.176000,0.386589,0.020200,0.000006
46.224000,0.386602,0.020199,0.000006
46.272000,0.386615,0.020197,0.000006
46.320000,0.386628,0.020195,0.000006
46.368000,0.386640,0.020194,0.000006
46.416000,0.386651,0.020192,0.000006
46.464000,0.386662,0.020191,0.000006
46.512000,0.386673,0.020189,0.000006
46.560000,0.386684,0.020188,0.000006
46.608000,0.386694,0.020186,0.000006
46.656000,0.386704,0.020185,0.000006
46.704000,0.386713,0.020184,0.000006
46.752000,0.386723,0.020183,0.000006
46.800000,0.386731,0.020181,0.000006
46.848000,0.386740,0.020180,0.000006
46.896000,0.386748,0.020179,0.000006
46.944000,0.386756,0.020178,0.000006
46.992000,0.386764,0.020177,0.000006
47.040000,0.386772,0.020176,0.000006
47.088000,0.386779,0.020175,0.000006
47.136000,0.386786,0.020174,0.000006
47.184000,0.386793,0.020173,0.000006
47.232000,0.386799,0.020172,0.000006
47.280000,0.386806,0.020171,0.000006
47.328000,0.386812,0.020171,0.000006
47.376000,0.386818,0.020170,0.000006
47.424000,0.386824,0.020169,0.000006
47.472000,0.386829,0.020168,0.000006
47.520000,0.386835,0.020168,0.000006
47.568000,0.386840,0.020167,0.000006
47.616000,0.386845,0.020166,0.000006
47.664000,0.386850,0.020166,0.000006
47.712000,0.386855,0.020165,0.000006
47.760000,0.386859,0.020164,0.000006
47.808000,0.386863,0.020164,0.000006
47.856000,0.386868,0.020163,0.000006
47.904000,0.386872,0.020163,0.000006
47.952000,0.386876,0.020162,0.000006
48.000000,0.386880,0.020162,0.000006
